;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;1;853;214;[835";187;874;"242];2911.29;0.487141;1203.05;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;2;846;255;[826";228;868;"275];3103.29;0.761483;1200.92;2"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;3;825;277;[787";267;837;"320];3240.46;0.460449;1648.08;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;4;681;677;[667";663;738;"704];3529.68;0.533391;1686.4;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;5;1728;889;[1697";858;1742;"933];3112.88;0.458772;1705.57;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;6;1534;1138;[1513";1114;1556;"1167];3288.82;0.616081;1520.32;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;7;1383;80;[1362";62;1403;"99];3252.54;0.714019;1095.52;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;8;1134;181;[1116";156;1154;"205];3138.18;0.620557;1154.08;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;9;809;231;[785";201;830;"261];3902.25;0.601258;1722.6;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;10;767;318;[737";297;792;"357];3058.35;0.539766;1567.16;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;11;1174;346;[1153";325;1194;"368];2806.28;0.850696;1343.59;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;12;1554;339;[1536";323;1576;"357];4316.36;0.862026;1098.72;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;13;1240;373;[1218";346;1266;"396];3075.84;0.633904;1524.58;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;14;447;664;[425";652;476;"692];3668.45;0.598087;1009.29;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;15;1043;824;[1022";803;1058;"846];3601.62;0.807504;1175.37;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;16;1766;879;[1736";848;1810;"934];3334.5;0.685387;3700.72;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;17;1506;1215;[1429";1161;1586;"1277];4319.56;0.481537;9717.05;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N8;14;8;1;1;18;224;1386;[111";1273;446;"1875];5699.85;0.550593;67183.6;19"
